pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/125713.pdf,2008,7.72,President,"His Excellency Saqr Ghobash Saeed Ghobash, Ambassador of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Various Christmas decorations including ornaments, a papier mache Santa Claus, 14″ decorative crystal tree, and napkins",Archives Foreign.,2007-12-17,742.00
http://www.state.gov/documents/organization/125713.pdf,2008,7.73,President,"His Excellency Saqr Ghobash Saeed Ghobash, Ambassador of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two Royal Crown Derby plates in the ‘‘Gold Aves’’ pattern,Transferred to GSA.,2007-12-17,300.00
http://www.state.gov/documents/organization/125713.pdf,2008,7.74,President,"His Excellency Saqr Ghobash Saeed Ghobash, Ambassador of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two Royal Crown Derby plates in the ‘‘Gold Aves’’ pattern,President retained.,2007-12-17,300.00
http://www.state.gov/documents/organization/125713.pdf,2008,8.78,President,"His Excellency Stjepan Mesic, President of the Republic of Croatia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Bottle of Kutjevo wine,Handled pursuant to Secret Service policy.,2008-04-04,50.00
http://www.state.gov/documents/organization/125713.pdf,2008,8.79,President,"His Excellency Stjepan Mesic, President of the Republic of Croatia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Leather photo album with photos of President Bush’s trip to Croatia, a wood model of an antique Croatian ship called a ‘‘Bracera,’’ and an XD–9 semiautomatic pistol and XD semiautomatic pistol",Archives Foreign.,2008-04-04,"1,763.00"
http://www.state.gov/documents/organization/125713.pdf,2008,8.8,President,"His Excellency Syed Yousaf Raza Gillani, Prime Minister of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Household Item: Large 3-tier wooden frame with handcarved designs,Archives Foreign.,2008-06-05,"2,000.00"
http://www.state.gov/documents/organization/125713.pdf,2008,8.81,President,"His Excellency Syed Yousaf Raza Gillani, Prime Minister of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Gold-plated SMG PK Caliber 9mm gun and an inscribed book titled ‘‘Reconciliation: Islam, Democracy, and the West’’ by Benazir Bhutto",Archives Foreign.,2008-07-28,778.00
http://www.state.gov/documents/organization/125713.pdf,2008,8.82,President,"His Excellency Yasuo Fukuda, Prime Minister of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Personalized letterman jacket images of Barney, Miss Beazley, and India on the back, two G8 commemorative coins, and an inscribed book by Sakie Yokota",Archives Foreign.,2008-07-08,404.00
http://www.state.gov/documents/organization/125713.pdf,2008,8.83,President,"His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"‘‘The Order of Zayed’’ gold necklace with emeralds, diamonds, and rubies with gold medallion and certificate and a multicolored vase with the coat of arms of the United Arab Emirates",Archives Foreign.,2008-01-13,"86,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,8.84,President,"His Highness Sheikh Mohammed bin Rashid al-Maktoum, Vice President and Prime Minister of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,5′ × 6′ framed abstract painting of the letter ‘‘W’’ by Abdul Kader El Rayes,Archives Foreign.,2008-08-08,"4,000.00"
http://www.state.gov/documents/organization/125713.pdf,2008,8.85,President,"His Highness Sheikh Salman bin Hamad bin Isa Al-Khalifa, Crown Prince of the Kingdom of Bahrain and Head of the Bahrain Defense Force.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Silver William & Son fountain pen and a book titled ‘‘Mosaic: A journey through the multi-faceted world of Bahrain’s Arts and Crafts,’’ by Dr. Ali Hasan Follad",Archives Foreign.,2008-09-08,650.00
http://www.state.gov/documents/organization/125713.pdf,2008,8.86,President,His Holiness Pope Benedict XVI,Non-acceptance would cause embarrassment to donor and U.S. Government.,Framed 131⁄2″ × 231⁄2″ ‘‘St. Petersburg Square’’ mosaic,Archives Foreign.,2008-04-15,"2,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,8.87,President,"His Majesty Mohammed VI, King of Morocco.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Bouquet of flowers and thirty-eight boxes of assorted Godiva chocolates,Handled pursuant to Secret Service policy.,2008-07-08,"1,170.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.91,President,"His Majesty Shaikh Hamad Bin Isa Bin Salman Al-Khalifa, King of the Kingdom of Bahrain.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Decoration of the Order of Sheikh Isa bin Salman Al Khalifa with certificate and a gold date palm tree on stand with pearls,Archives Foreign.,2008-01-12,"26,450.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.92,President,"His Majesty Shaikh Hamad Bin Isa Bin Salman Al-Khalifa, King of the Kingdom of Bahrain.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Two blue, tan, and off-white vases with painted images of horses and birds and a book titled ‘‘The Historical Photos of the American Hospital & Documents Related to the American Hospital.’’",Archives Foreign.,2008-03-24,"3,694.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.93,President,"His Majesty Sultan Haji Hassanal Bolkiah Mu’izzaddin Waddaulah, Sultan and Yang Di-Pertuan of Brunei Darussalam.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"A limited edition (2/100) 10″ Faberge elephant, a limited edition (42/500) book titled ‘‘Luc Leestemaker’’ by Luc Leestemaker with framed 5″ × 6″ original painting by the artist, and a 4″ gold and brass filigree and enameled jeweled Faberge egg with small egg pendant necklace",Archives Foreign.,2008-01-03,"4,750.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.94,President,"His Majesty Sultan Haji Hassanal Bolkiah Mu’izzaddin Waddaulah, Sultan and Yang Di-Pertuan of Brunei Darussalam.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Various chocolates, cookies, corn relish, and spirited cherries",Handled pursuant to Secret Service policy.,2008-01-03,60.00
http://www.state.gov/documents/organization/125713.pdf,2008,9.95,President,"Mr. Behgjet Pacolli, Chairman, New Kosovo Alliance.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Framed 31″ × 461⁄2″ painting of the First Family,Archives Foreign.,2008-04-09,"3,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.96,President,"Mr. Mahmoud Abbas, President of the Palestinian Authority.",Non-acceptance would cause embarrassment to donor and U.S. Government.,30″ mother of pearl vase,Archives Foreign.,2008-01-08,500.00
http://www.state.gov/documents/organization/125713.pdf,2008,9.97,President,"Mr. Mahmoud Abbas, President of the Palestinian Authority.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Framed 281⁄2″ × 301⁄2″ painting of a woman playing the flute,Archives Foreign.,2008-04-23,350.00
http://www.state.gov/documents/organization/125713.pdf,2008,9.98,President,"Mrs. Kiyoko Fukuda, Office of the Prime Minister and Chief Cabinet Secretary, Office of the Prime Minister of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,3″ red painted sake cup with hand painted design and personalized with the President’s initials,Archives Foreign.,2008-07-08,"1,000.00"
http://www.state.gov/documents/organization/125713.pdf,2008,9.99,President,"The Honorable Kevin Rudd, M.P., Prime Minister of Australia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Signed leather bound book titled ‘‘Australia: An Artist’s Journey Through The Landscape’’ by Pamela Griffith,Archives Foreign.,2008-03-28,"1,200.00"
http://www.state.gov/documents/organization/125713.pdf,2008,11.03,President,"The Honorable Masoud Barzani, President of the Kurdistan Regional Government.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Small gold plaque with the Kurdistan seal, scabbard with hand-carved wood handle and sheath, and a traditional Kurdish tan suit, including a zip-up jacket, drawstring slacks, a sheer patterned scarf, two red and white headscarves, and a small cap, all held in a black Tumi garment bag",Archives Foreign.,2008-10-28,"2,209.00"
http://www.state.gov/documents/organization/125713.pdf,2008,11.04,President,"The Right Honorable James Gordon Brown, M.P., Prime Minister.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"A brown tie with multicolored stripes, a red tie with floral designs, and a black and blue dotted tie",Archives Foreign.,2008-04-16,390.00
http://www.state.gov/documents/organization/125713.pdf,2008,11.05,President,"The Right Honorable James Gordon Brown, M.P., Prime Minister.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Box of Rococo chocolates,Handled pursuant to Secret Service policy.,2008-04-16,94.00
http://www.state.gov/documents/organization/125713.pdf,2008,11.06,First Lady,"Her Excellency Angela Merkel, Chancellor of the Federal Republic of Germany.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"White and blue Meissen tea set with two tea cups, two saucers, and four plates",Archives Foreign.,2008-06-10,772.00
http://www.state.gov/documents/organization/125713.pdf,2008,11.07,First Lady,"Her Excellency Dali Itzik, Speaker of the Knesset of Israel.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two 5″ tall sterling silver and colored maple wood candle holders by Lev Shneiderman and a 3″ hammered gold dove pin,Archives Foreign.,2008-05-15,205.00
http://www.state.gov/documents/organization/125713.pdf,2008,11.08,First Lady,"Her Excellency Dali Itzik, Speaker of the Knesset of Israel.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Ahava Bath + Beauty set in blue AHAVA travel case,Handled pursuant to Secret Service policy.,2008-05-15,150.00
http://www.state.gov/documents/organization/125713.pdf,2008,11.09,First Lady,"Her Excellency Ellen Johnson Sirleaf, President of the Republic of Liberia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Gold brooch with Liberian seal, black sash with multicolored details and embroidered with ‘‘Mrs. Bush’’ and ‘‘Akwabaa,’’ a green sash with the Grand Cordon in the Most Venerable Order of the Knighthood of the Pioneers gold-tone medal with 4″ silver brooch replica of the Grand Cordon in the Most Venerable Order of the Pioneers medal, and an award certificate signed by Her Excellency Ellen Johnson Sirleaf",Archives Foreign.,2008-02-19,"1,085.00"
http://www.state.gov/documents/organization/125713.pdf,2008,11.1,First Lady,"Her Excellency Gloria MacapagalArroyo, President of the Republic of the Philippines.",Non-acceptance would cause embarrassment to donor and U.S. Government.,3″ 18 carat gold bamboo broach with a golden Southsea pearl and a genuine stingray leather jewelry box,Archives Foreign.,2008-06-24,960.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.14,First Lady,"Her Excellency Nouria Al-Subaih, Minister of Education and Higher Education, Kuwait.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Two 8″ × 10″ framed photos of divers, a CD, two 4″ × 6″ framed photos of Mrs. Bush and Her Excellency Nouria AlSubaih, and a small sterling silver bird figurine held in a frame",Archives Foreign.,2008-02-25,336.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.15,First Lady,"Her Royal Highness Hessa bint Trad Al-Shaalan, Princess, Riyadh.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Seven large silk fabrics held in an ivory silk case,Archives Foreign.,2008-05-16,"9,819.00"
http://www.state.gov/documents/organization/125713.pdf,2008,12.16,First Lady,"His Excellency Abdelaziz Bouteflika, President of the People’s Democratic Republic of Algeria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,5″ × 7″ antique silver jeweled box with traditional design and twenty-one 3″ silver symbolic Tuareg crosses held in a traditional decorative wooden frame,Archives Foreign.,2008-09-24,789.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.17,First Lady,"His Excellency Abdullah Gul, President of the Republic of Turkey.",Non-acceptance would cause embarrassment to donor and U.S. Government.,17″ × 51″ raw silk embroidered table runner,Archives Foreign.,2008-01-07,445.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.18,First Lady,"His Excellency Amadou Toumani Touré, President of the Republic of Mali.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Large kora (traditional string instrument from Mali),Archives Foreign.,2008-02-12,400.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.19,First Lady,"His Excellency Asif Ali Zardari, President of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Burgundy patent leather jewelry box and matching purse,Archives Foreign.,2008-10-30,563.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.2,First Lady,"His Excellency Bertie Ahern, T.D., Prime Minister of Ireland.",Non-acceptance would cause embarrassment to donor and U.S. Government.,72″ × 144″ double damask satin linen tablecloth by Thomas Furguson,Archives Foreign.,2008-03-17,429.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.21,First Lady,"His Excellency Boni Yayi and Mrs. Chantal Jean De Souza Yayi, President of the Republic of Benin.",Non-acceptance would cause embarrassment to donor and U.S. Government.,12 white linen napkins with multicolored animals with matching 48″ × 60″ white table linen and native dress with jems and embroidered details,Archives Foreign.,2008-02-16,600.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.22,First Lady,"His Excellency Dr. Hamid Karzai, President of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,11″ blue lapis vase with floral inlay,Archives Foreign.,2008-04-03,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.23,First Lady,"His Excellency Dr. Manmohan Singh, Prime Minister of the Republic of India.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"4″ silver Hoopoe bird with Indian enameling known as Meenakari designed by Blue Bird and four ‘‘Sound Scapes: Music of the Deserts, Valleys, Rivers and Mountains’’ CD set",Archives Foreign.,2008-09-25,650.00
http://www.state.gov/documents/organization/125713.pdf,2008,12.24,First Lady,"His Excellency Felipe de Jesus Calderon Hinojosa, President of the United Mexican States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,14″ ornately painted gourd with traditional design and removable lid,Archives Foreign.,2008-03-13,350.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.28,First Lady,"His Excellency John Agyekum Kufuor, President of the Republic of Ghana.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Gold necklace, earrings, and bracelet set featuring symbols of Ghana",Archives Foreign.,2008-02-21,"2,000.00"
http://www.state.gov/documents/organization/125713.pdf,2008,13.29,First Lady,"His Excellency Lee Myung-bak, President of the Republic of Korea, Seoul.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"White china tea set with blue accents by Young Sook Park, an assortment of personalized Elord casual wear, a pink silk scarf, tennis shoes, and a personalized baseball cap",Archives Foreign.,2008-04-16,"1,382.00"
http://www.state.gov/documents/organization/125713.pdf,2008,13.3,First Lady,"His Excellency Nicolas Sarkozy, President of the French Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,White porcelain rose held on a wooden stand,Archives Foreign.,2008-10-18,450.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.31,First Lady,"His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Six E. Marinella silk scarves,Archives Foreign.,2008-06-12,"1,920.00"
http://www.state.gov/documents/organization/125713.pdf,2008,13.32,First Lady,"His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Three multicolored E. Marinella silk scarves,Archives Foreign.,2008-10-13,480.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.33,First Lady,"His Excellency Sun Jiazheng, Minister of Culture of the People’s Republic of China.",Non-acceptance would cause embarrassment to donor and U.S. Government.,20″ × 24″ framed embroidered artwork of a vase with various purple flowers,Archives Foreign.,2008-01-28,350.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.34,First Lady,"His Excellency Traian Basescu Non-acc and Mrs. Maria Basescu, Presibar dent and First Lady of Romania. Gov",eptance would cause emrassment to donor and U.S. ernment.,"White sheer scarf with silver details and a traditional Romanian folk costume including a robe, gold silk head scarf, skirt, and a belt",Archives Foreign.,2008-04-01,766.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.35,First Lady,"His Excellency Viktor Andriyovych Yushchenko, President of Ukraine.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two 15″ hand-painted carved wooden statues in traditional male and female Ukranian attire,Archives Foreign.,2008-09-29,600.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.36,First Lady,"His Royal Highness Sultan Bin Salman bin Abdulaziz Al Saud, Secretary General, Supreme Commission for Tourism, Riyadh.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Large silver traditional necklace with bells, embroidered fur-lined traditional wrap, beaded traditional head cover with tassels, yellow traditional beaded robe, and a book titled ‘‘Traditional Crafts of Saudi Arabia’’ by John Topham",Archives Foreign.,2008-01-15,"4,085.00"
http://www.state.gov/documents/organization/125713.pdf,2008,13.370000000000001,First Lady,"Mrs. Begum Fauzia Gillani, Office of the Prime Minister of The Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Green pashmina wrap with embroidered peach and burgundy floral design,Archives Foreign.,2008-07-28,387.00
http://www.state.gov/documents/organization/125713.pdf,2008,13.379999999999999,First Lady,"Mrs. Carla Sarkozy, Office of the President of the Republic of France.",Non-acceptance would cause embarrassment to donor and U.S. Government.,10″ black quilted silk Chanel handbag with silver chain,Archives Foreign.,2008-06-13,"1,500.00"
http://www.state.gov/documents/organization/125713.pdf,2008,14.42,First Lady,"Mrs. Fatma Gulgun Sensoy, EmNon-accept bassy of the Republic of Turkey. barra Gover",ance would cause emssment to donor and U.S. nment.,"Ornate Turkish silver mirror with lace envelope and two books titled ‘‘My Name is Red,’’ by Orhan Pamuk and Erdag Goknar and ‘‘Hagia Sophia: A Vision for Empires.’’",Archives Foreign.,2008-01-18,520.00
http://www.state.gov/documents/organization/125713.pdf,2008,14.43,First Lady,"Mrs. Hayrünnisa Gül, Office of Minister of Foreign Affairs of the Republic of Turkey.",Non-acceptance would cause embarrassment to donor and U.S. Government.,17″ × 51″ raw silk embroidered table runner,Archives Foreign.,2008-01-07,445.00
http://www.state.gov/documents/organization/125713.pdf,2008,14.44,First Lady,"Mrs. Hayrünnisa Gül, Office of Minister of Foreign Affairs of the Republic of Turkey.",Non-acceptance would cause embarrassment to donor and U.S. Government.,2″ pink enamel carnation pendant on gold chain by Master Avedis,Archives Foreign.,2008-09-22,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,14.45,First Lady,"Mrs. Jeannette Kagame, First Lady of Rwanda.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Brown and gold beaded basket and a Rwandan table set including brown and gold beaded placemats, napkin rings, and coasters held in matching beaded container with lid",Archives Foreign.,2008-02-18,385.00
http://www.state.gov/documents/organization/125713.pdf,2008,14.46,First Lady,"Mrs. Kiyoko Fukuda, Office of the Prime Minister and Chief Cabinet Secretary, Office of the Prime Minister of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"A book in Japanese about protecting the Eart, nine sketches of various families protecting the environment, a ‘‘Kobuskusa’’ (small decorative cloth), purple silk scarf, small hand painted bamboo bowl, a hand painted red sake cup personalized with Mrs. Bush’s initials, hand painted seashells, papier mache masks of President and Mrs. Bush, a framed origami American flag, a woven obi with gold and silver leaf pattern, a small decorative bean bag doll on a clear stand, two small painted stress balls, and a book titled ‘‘Gift Wrapping with Textiles: Stylish Ideas from Japan,’’ by Chizuko Morita",Archives Foreign.,2008-07-08,"4,585.00"
http://www.state.gov/documents/organization/125713.pdf,2008,14.47,First Lady,"Mrs. Maria Basescu, Office of the President of Romania.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"White sheer scarf with silver details and a traditional Romanian folk costume including a robe, gold silk head scarf, skirt, and a belt",Archives Foreign.,2008-04-01,766.00
http://www.state.gov/documents/organization/125713.pdf,2008,14.48,First Lady,"Mrs. Pilar Nores de Garcia, The First Lady of the Republic of Peru, Palacio de Gobierno, Plaza de Arnas, Lima.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Local vegetable floral arrangement,Handled pursuant to Secret Service policy.,2008-11-22,50.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.52,First Lady,"Mrs. Pilar Nores de Garcia, The First Lady of the Republic of Peru, Palacio de Gobierno, Plaza de Arnas, Lima.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"7″ silver spoon pin with red stone in center and Peruvian designs, colorful traditional Peruvian woven table runner, and a book titled ‘‘The Incas: Art and Symbols.’’",Archives Foreign.,2008-11-22,312.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.53,First Lady,"Mrs. Svetlana Medvedeva, Office of the President of the Russian Federation.",Non-acceptance would cause embarrassment to donor and U.S. Government.,55″ × 55″ beige silk scarf with gold details by Valentin Yudashkin,Archives Foreign.,2008-07-08,390.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.54,First Lady,"Mrs. Wafaa Sleiman, Office of the President of The Republic of Lebanon.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Stainless steel set of 12 knives, forks, and spoons and one serving spatula with traditional Lebanese design on handles by S & S Haddad",Archives Foreign.,2008-09-23,900.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.55,First Lady,"Ms. Urska Bacovnik, Office of the Prime Minister of the Republic of Slovenia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Dark blue silk scarf and a 13 piece white porcelain tea set with brown and gold details handmade by Slovenian artists,Archives Foreign.,2008-06-09,501.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.56,First Lady,"The Honorable Daggubati Purandeswari, Minister of State for Human Resource Development, Republic of India.",Non-acceptance would cause embarrassment to donor and U.S. Government.,8″ ornately hand carved traditional wooden elephant with small elephant inside and enamel design,Archives.,2008-09-22,700.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.57,First Lady,"The Honorable Masoud Barzani, President of the Kurdistan Regional Government.",Non-acceptance would cause embarrassment to donor and U.S. Government.,36″ × 48″ colorful embroidered cloth and a traditional Kurdish outfit with metallic copper-colored vest and pants with a sheer beaded patterned robe,Archives Foreign.,2008-10-28,473.00
http://www.state.gov/documents/organization/125713.pdf,2008,15.58,First Lady,"His Majesty Mohammed VI, King of Morocco.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Floral arrangement of roses and orchids and assorted chocolates by Lenotre Paris,Handled pursuant to Secret Service policy.,2008-11-04,"1,791.00"
http://www.state.gov/documents/organization/125713.pdf,2008,15.59,First Family,"Mr. Kabissa, Deputy Chief of Protocol, Embassy of the United Republic of Tanzania.",Non-acceptance would cause embarrassment to donor and U.S. Government.,". Eight East African Blackwood carved wooden statues, two carved wood wall plaques, and four framed paintings of native people, animals, and scenery",Archives Foreign.,2008-02-18,"8,815.00"
http://www.state.gov/documents/organization/125713.pdf,2008,15.6,First Family,"The Right Honorable James Gordon Brown, M.P., Prime Minister, London.",Non-acceptance would cause embarrassment to donor and U.S. Government.,. Crystal bowl with ‘‘10 Downing Street’’ etched around the rim,Archives Foreign.,2008-06-16,"1,300.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.64,First Family,"His Excellency Vladimir Putin, Chairman of the Government of the Russian Federation, Moscow.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Porcelain tea set painted with colorful churches and flowers stamped ‘‘St. Petersberg 1744’’ underneath each piece,Archives Foreign.,2008-04-06,"2,444.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.65,First Family,"His Excellency Paul Kagame, President of the Republic of Rwanda, Kigali.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"68″ red, white, and blue beaded American flag spear with 20’’ matching red, white, and blue beaded American flag shield and a 38’’ green, blue, and yellow beaded walking stick held in a woven basket",Archives Foreign.,2008-02-18,"4,200.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.66,First Family,"The Right Honorable Stephen Harper, P.C., M.P., Prime Minister of Canada, Ottawa.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Wood vase made from spalted crabapple, by Garry Bowes",Archives Foreign.,2008-07-24,350.00
http://www.state.gov/documents/organization/125713.pdf,2008,16.67,First Family,"His Excellency Lee Myung-bak, President of the Republic of Korea, Seoul.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Various photos of His Excellency and Mrs. Lee Myung-bak with President and Mrs. George H.W. Bush and President and Mrs. George W. Bush in a digital frame and a photo album, three pieces of artwork featuring President and Mrs. Bush, and several books about Korean culture and history",Archives Foreign.,2008-04-16,"3,927.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.68,First Family,"His Holiness Pope Benedict XVI, Vatican City.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Artwork: 61⁄2″ × 9″ signed photo of President and Mrs. Bush praying with His Holiness Pope Benedict XVI in the Oval Office; held in 111⁄2″ × 15″ sterling silver frame with gold Vatican coat of arms and a hardcover book titled ‘‘The Basilica of St. Peter in the Vatican.’’,Archives Foreign.,2008-06-13,"1,210.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.69,"White House Staff Member. Abrams, Elliott.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including men’s and women’s diamond watches, diamond bracelet, earrings, cufflinks, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"14,600.00"
http://www.state.gov/documents/organization/125713.pdf,2008,16.7,"White House Staff Member. Abrams, Elliott.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Large brown robe lined with wool,Transferred to General Services Administrations.,2008-01-15,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,16.71,"White House Staff Member. Abrams, Elliott.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Framed 10″ × 14″ multicolored abstract painting with Arabic symbols,Transferred to General Services Administrations.,2008-08-07,800.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.75,"White House Staff Member. Abrams, Elliott.","His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the United Arab Emirates.",Non-acceptance would cause embarrassment to donor and U.S. Government.,7″ gold vermeil statue of a falcon on a jasper stand,Transferred to General Services Administrations.,2008-01-14,500.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.76,"White House Staff Member. Ansley, Judith.","His Excellency Silvio Berlusconi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Two E. Marinella silk scarves,Transferred to General Services Administrations.,2008-06-12,490.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.77,"White House Staff Member. Bolten, Joshua B.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Jewelry set including men’s and women’s diamond watches, diamond bracelet, earrings, cufflinks, and ring, and a Tiffany and Co. Atlas pen",Transferred to General Services Administrations.,2008-01-14,"10,225.00"
http://www.state.gov/documents/organization/125713.pdf,2008,17.78,"White House Staff Member. Bolten, Joshua B.","Abdullah bin Abd al-Aziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Large black robe with gold accents lined with wool,Transferred to General Services Administrations.,2008-01-15,550.00
http://www.state.gov/documents/organization/125713.pdf,2008,17.79,"White House Staff Member. Bolten, Joshua B.","His Excellency Dr. Hamid Karzai, President of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"64″ × 45″ Afghan wool rug with burgundy, brown, blue and orange repeating geometric patterns with 2’’ beige fringe",Transferred to General Services Administrations.,2008-05-17,480.00
