iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
159,2,1,4,2,7,16,6,8,15,10,151,0,0.6,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,3,7,7,4,6,5,6,4,2,28,10,,,2,7,2,,,1,6,2,2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,,15.91,20.45,20.45,20.45,11.36,11.36,8,8,6,7,2,5,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,,,,,,1,8,8,7,7,7,,7,4,0,3,17.02,21.28,19.15,14.89,14.89,12.77,6,9,9,8,8,8,1,2,,,,,,,16.67,18.75,18.75,16.67,14.58,14.58,9,8,6,9,5,7,15.38,19.23,17.31,15.38,17.31,15.38,7,9,9,8,8,,,,,,1,0,0,,,14.29,18.37,18.37,18.37,16.33,14.29,,,,,,,9,7,7,8,7,8,9,9,7,8,9,,6,12,9,8,9,,,,,
194,1,0,1,2,9,20,2,2,18,1,214,0,-0.22,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,0,7,8,6,7,8,3,5,4,2,24,3,,,2,9,9,"11,803","65,708.00",3,3,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,,16,16,20,16,18,14,10,7,8,9,7,9,20,12,16,20,14,18,9,10,8,10,10,,,,,,1,7,8,10,8,10,7,7,5,2,1,18.87,18.87,18.87,13.21,16.98,13.21,10,10,10,8,10,6,1,3,,,,,,,18.18,18.18,18.18,14.55,18.18,12.73,10,8,8,10,9,9,18.87,13.21,15.09,18.87,15.09,18.87,10,10,10,8,10,,,,,,0,0,0,,,16.98,18.87,18.87,15.09,16.98,13.21,,,,,,,10,7,8,9,9,8,10,7,7,10,8,,12,12,12,9,12,,,,,
52,13,1,26,2,2,19,17,,10,15,35,0,0.43,1,25,2,20,23,23,22,7,5,0,6,7,10,7,7,9,7,8,2,21,1,,,2,10,9,"11,204","26,482.00",1,4,1,1,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2,5,1,15,20,15,30,5,15,,,,,,,10,15,20,20,25,10,5,8,6,8,7,,,,,,1,7,7,8,6,6,5,6,4,2,2,,,,,,,,,,,,4,1,2,,,,,,,30,20,10,20,10,10,,,,,,,,,,,,,5,7,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,8,0,15,2,11,21,1,1,6,12,284,0,0.63,1,27,2,25,20,25,20,10,0,0,5,4,6,4,,,4,1,2,25,10,"1,410.00","17,125.00",2,2,2,"77,546","48,944.00",2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,,15,18,19,19,17,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,1,7,8,9,8,,6,8,5,0,2,17,18,18,16,15,12,,,,,,5,1,2,,,,,,,17,18,19,18,16,12,17,18,15,18,16,16,18,18,15,18,14,17,7,8,8,7,8,7,4,8,7,8,0,0,0,,,17,18,18,18,17,12,18,18,15,18,17,14,18,18,17,18,13,16,18,16,16,18,14,18,7,9,7,8,9,7,4,7,7,8
238,5,0,9,1,10,9,7,7,6,1,243,0,0.28,1,27,2,20,20,20,25,5,10,0,6,7,6,5,8,,6,5,2,27,15,"1,460.00","26,376.00",2,3,5,"54,449","28,524.00",1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,5,,15,20,20,15,15,15,40,10,25,10,10,5,50,10,10,25,0,5,10,9,10,9,8,9,9,9,9,9,1,8,8,9,8,9,7,7,7,0,2,20,20,20,15,15,10,8,9,8,9,8,6,1,3,,,,,,,20,20,20,15,10,15,15,20,20,15,20,15,30,10,20,20,10,10,8,9,8,9,8,8,8,8,8,8,0,1,1,1,,20,20,20,10,10,20,20,20,15,15,10,20,20,10,20,20,20,10,25,20,15,20,10,10,9,9,9,9,8,8,8,8,8,7
102,9,1,18,2,4,18,12,,11,8,83,0,-0.18,0,35,3,10,32,20,12,11,15,0,5,7,8,6,7,4,6,3,2,32,10,,,2,2,6,0,,1,4,4,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,,,,,,,10,30,20,30,10,0,8,5,7,10,9,,,,,,1,10,9,8,8,5,6,9,8,2,8,,,,,,,,,,,,9,1,3,,,,,,,50,20,0,30,0,0,,,,,,,,,,,,,8,7,8,6,7,,,,,,1,1,1,,,50,10,20,20,0,0,,,,,,,,,,,,,,,,,,,7,8,9,8,9,,,,,
271,20,0,39,2,11,21,16,16,19,10,282,1,-0.1,0,23,1,25,15,20,20,10,10,1,8,8,8,8,8,8,8,5,2,23,11,"1,330.00","27,076.00",2,10,9,"10,543","50,060.00",2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,,10,15,40,15,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,10,10,9,10,9,10,9,10,10,1,7,7,7,7,5,6,7,5,0,2,15,15,30,10,20,10,9,10,9,10,10,6,3,2,,,,,,,15,10,40,15,10,10,40,10,15,15,10,10,40,10,15,15,10,10,9,10,9,10,10,9,10,9,10,10,0,1,0,,,15,10,40,15,10,10,20,15,30,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,9,9,9,10,9,8,9,9,9,8
328,7,0,13,1,13,9,2,2,5,3,334,0,0.08,0,29,4,40,10,15,10,10,15,1,8,8,8,7,6,8,8,7,2,30,9,"1,214.00","9,451.00",2,1,1,,,2,3,1,2,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10,6,,22,12,30,25,10,1,30,5,30,5,20,10,10,10,20,40,10,10,7,10,8,10,10,9,10,10,8,8,0,8,6,8,8,8,5,8,5,0,2,,,,,,,,,,,,3,3,3,,,,,,,30,15,30,15,5,5,40,10,20,10,10,10,40,10,20,10,10,10,8,9,9,9,9,8,10,10,7,7,0,0,0,,,30,20,20,10,10,10,10,30,30,10,10,10,40,10,20,10,10,10,30,10,30,20,5,5,9,10,10,8,9,9,10,10,7,7
255,4,0,7,2,11,21,13,13,11,18,290,0,0.38,0,34,2,30,10,30,10,5,15,0,3,6,6,4,4,5,4,4,2,26,10,"1,210.00","12,900.00",4,3,1,"21,701","36,594.00",1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,50,10,10,10,10,10,6,8,6,7,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,0,20,20,20,20,20,20,6,6,6,6,6,5,1,2,,,,,,,20,20,20,20,20,20,50,10,10,10,10,10,50,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,31,2,7,16,16,16,1,16,173,0,0.49,0,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,7,8,8,8,8,7,7,6,2,28,8,,,4,5,3,"44,147","38,832.00",1,6,1,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,,14.29,16.33,16.33,18.37,18.37,16.33,8,8,7,7,6,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,5,6,5,6,5,6,3,7,0,2,14.58,16.67,16.67,16.67,18.75,16.67,7,8,8,9,9,2,2,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3,1,6,1,18,6,1,5,3,4,457,0,-0.17,1,55,4,25,0,25,25,0,25,0,4,7,9,6,8,5,4,1,2,33,5,,,4,1,5,,,4,6,6,2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,8,,30,30,10,10,0,20,10,30,20,10,10,20,20,20,10,20,10,20,4,9,6,8,2,3,10,7,8,3,1,6,10,6,9,4,6,7,6,0,3,7,8,4,5,3,4,5,8,7,8,4,2,1,1,30,30,10,10,0,20,30,20,15,15,0,20,30,20,10,20,10,10,30,30,10,10,10,10,4,8,7,6,2,3,9,8,7,2,0,0,0,,,30,30,10,20,0,10,30,20,10,20,0,20,25,20,20,15,10,10,25,20,20,15,10,10,4,8,6,4,2,3,9,7,7,2
321,14,1,27,2,12,14,14,14,6,5,298,0,0.31,1,22,2,10,30,20,10,15,15,1,7,7,7,7,7,7,7,7,2,29,8,,,2,3,3,0,,1,5,1,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,6,,30,15,15,20,10,10,25,15,15,15,15,15,40,10,10,30,5,5,6,8,7,7,8,6,8,7,7,8,0,4,7,7,6,6,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,7,1,14,2,14,20,10,10,10,6,346,1,,0,,,,,,,,,1,9,9,9,8,9,9,9,6,2,27,13,"1,400.00","26,019.00",2,6,3,,,3,4,1,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,1,9,7,8,8,8,8,8,7,0,3,,,,,,,,,,,,6,1,2,,,,,,,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,12,0,23,2,7,16,11,11,16,8,165,0,0.51,0,30,2,16.67,12.5,20.83,18.75,12.5,18.75,0,7,8,8,6,7,5,5,5,2,28,7,,,4,1,1,"136,300",,2,6,3,2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,,9.76,19.51,19.51,14.63,19.51,17.07,7,8,8,8,8,7,23.53,17.65,14.71,14.71,14.71,14.71,7,7,6,7,6,,,,,,0,5,5,5,5,,6,5,5,0,4,16.28,16.28,18.6,13.95,18.6,16.28,7,7,7,7,7,5,1,3,,,,,,,13.95,16.28,18.6,16.28,18.6,16.28,7,7,8,7,8,7,20.51,17.95,15.38,15.38,15.38,15.38,7,7,7,7,7,,,,,,0,2,1,1,,11.9,16.67,19.05,16.67,19.05,16.67,,,,,,,7,7,7,6,8,6,9,7,5,6,5,,7,7,8,7,7,,,,,
232,19,1,38,2,9,20,2,13,10,1,194,0,-0.44,1,24,2,16,16,20,16,18,14,0,5,10,9,6,7,6,5,7,2,31,13,,,2,4,7,"10,471","45,300.00",2,5,4,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,,17.78,17.78,17.78,17.78,13.33,15.56,9,7,8,7,7,7,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,,,,,,0,5,5,5,4,3,5,5,2,2,,16.67,18.52,18.52,18.52,12.96,14.81,7,8,8,9,7,8,1,3,,,,,,,16,20,16,20,14,14,9,7,8,8,7,6,17.02,19.15,17.02,17.02,17.02,12.77,8,9,8,8,7,,,,,,1,0,0,,,16.33,18.37,18.37,18.37,14.29,14.29,,,,,,,9,7,7,8,7,7,8,8,8,8,8,,8,9,8,8,6,,,,,
319,12,1,23,2,12,14,5,5,9,2,295,0,-0.02,1,30,2,10,18,20,16,16,20,0,4,8,,5,,,5,6,2,26,9,"1,260.00","14,388.00",2,2,4,"7,624",,6,7,2,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,,20,25,20,10,5,20,25,5,10,15,15,30,35,5,5,15,30,10,5,10,6,9,3,4,7,8,8,9,0,6,9,7,6,6,7,6,6,0,2,,,,,,,,,,,,10,1,3,,,,,,,30,20,15,20,5,10,40,10,5,25,15,5,30,10,5,25,20,10,6,8,9,10,6,6,7,7,8,7,2,1,0,,1,25,15,25,15,5,15,10,30,10,20,10,20,20,5,5,30,30,10,25,10,10,20,25,10,5,7,9,6,6,4,6,7,5,2
181,8,0,15,1,8,10,5,5,1,10,193,1,0.54,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,1,8,10,8,6,9,9,8,7,2,22,4,,,1,7,8,"11,217","31,143.00",1,5,5,2,3,6,5,9,9,9,6,3,9,9,9,9,9,9,9,9,6,4,,15.38,19.23,19.23,17.31,17.31,11.54,10,7,7,10,9,10,18.87,11.32,16.98,18.87,16.98,16.98,9,9,9,9,9,,,,,,1,8,8,9,8,9,9,8,7,2,2,15.38,19.23,19.23,19.23,15.38,11.54,8,10,10,10,10,7,1,2,,,,,,,15.69,19.61,17.65,15.69,17.65,13.73,10,9,8,8,8,8,22.73,11.36,11.36,22.73,18.18,13.64,9,9,9,9,9,,,,,,0,0,0,,,15.38,17.31,19.23,13.46,19.23,15.38,,,,,,,9,7,7,9,7,9,10,6,6,10,6,,9,9,9,9,12,,,,,
97,4,1,8,2,4,18,7,,7,11,86,1,-0.07,1,22,2,15,20,20,20,5,20,1,7,7,7,7,7,6,7,5,2,29,10,,,2,4,1,"11,215","35,968.00",2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,50,7,20,23,0,0,,,,,,,30,10,12,8,30,10,7,5,7,6,6,,,,,,1,8,8,8,8,8,7,7,7,2,,,,,,,,,,,,,5,3,3,,,,,,,55,8,14,13,0,10,,,,,,,,,,,,,7,5,6,7,5,,,,,,4,1,1,,,50,5,15,20,5,5,,,,,,,,,,,,,,,,,,,8,5,7,6,4,,,,,
358,18,0,35,2,14,18,18,18,11,13,373,0,0.51,0,29,3,75,5,5,10,0,5,0,9,9,10,9,10,8,9,7,2,26,8,"1,309.00","15,162.00",4,1,1,"95,008","43,367.00",1,5,3,7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,,20,10,25,25,10,10,30,5,25,10,25,5,40,5,10,10,5,30,8,7,8,8,7,8,7,8,8,7,1,9,7,8,7,7,7,8,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,0,3,2,7,16,10,10,9,9,166,0,0.22,0,26,6,27.78,19.44,19.44,27.78,2.78,2.78,0,3,7,7,5,,,5,2,2,33,1,,,2,6,2,"10,027",,2,7,4,1,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,6,,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,7,10,7,8,7,,,,,,1,9,8,9,8,8,,8,5,0,3,,,,,,,,,,,,5,1,2,,,,,,,13.73,17.65,17.65,15.69,17.65,17.65,7,9,9,8,9,9,16.67,16.67,16.67,18.52,14.81,16.67,6,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,8,0,15,2,11,21,1,1,21,4,276,0,0.72,1,26,2,24,16,28,14,8,10,1,10,10,10,10,10,10,10,10,2,25,10,"1,410.00","17,125.00",2,2,2,"77,546","48,944.00",2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,,15,18,19,19,17,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,7,2,8,8,5,7,8,3,1,2,17,18,18,16,15,12,,,,,,5,1,2,,,,,,,17,18,19,18,16,12,17,18,15,18,16,16,18,18,15,18,14,17,7,8,8,7,8,7,4,8,7,8,0,0,0,,,17,18,18,18,17,12,18,18,15,18,17,14,18,18,17,18,13,16,18,16,16,18,14,18,7,9,7,8,9,7,4,7,7,8
310,3,1,6,2,12,14,14,14,10,5,298,0,0.5,1,22,2,10,30,20,10,15,15,0,7,7,8,6,7,6,7,7,2,25,5,"1,400.00","26,630.00",2,7,8,"10,021","55,080.00",1,3,1,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,6,,24,15,20,20,8,13,25,10,18,22,13,12,21,17,16,15,13,18,7,6,8,7,4,7,5,9,7,5,0,7,7,7,8,6,4,5,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,12,1,24,2,14,20,3,3,17,10,350,0,0.09,1,31,2,12,25,25,8,15,15,0,6,6,7,6,6,5,5,2,2,27,8,"1,400.00","26,019.00",2,9,7,"66,208","46,138.00",2,5,2,10,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,5,,30,15,15,20,5,15,40,15,10,20,0,15,30,10,15,10,20,15,7,8,8,9,8,7,8,8,8,7,1,9,8,7,6,5,5,7,5,0,3,,,,,,,,,,,,5,1,2,,,,,,,40,15,15,15,5,10,45,15,5,15,5,15,40,10,10,10,20,10,7,8,9,9,8,7,7,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,7,0,13,2,14,18,14,14,8,13,373,0,0.37,0,29,3,75,5,5,10,0,5,0,4,3,4,2,2,0,2,4,2,26,9,,"10,222.00",1,1,1,"20,001","19,264.00",5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,10,2,10,8,9,1,9,8,8,7,6,5,7,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,11,0,21,2,21,22,20,20,4,2,532,0,0.03,0,26,4,25,20,20,20,5,10,1,7,8,7,7,8,9,8,5,2,26,9,"1,450.00","26,100.00",2,8,9,"2,420",,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,,40,5,30,15,5,5,50,5,10,5,30,0,80,2,5,10,1,2,8,10,9,9,10,8,10,10,8,10,0,2,8,8,2,8,2,6,8,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,17,1,34,2,14,20,11,11,3,11,351,0,-0.4,1,35,4,15,15,30,15,15,10,0,5,6,7,5,7,8,5,5,2,26,8,"1,340.00","25,380.00",4,3,2,"7,039",,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,,25,20,10,20,15,10,45,10,5,30,5,5,20,25,20,20,10,5,7,8,8,7,7,7,6,7,8,7,0,8,8,8,5,8,4,5,3,0,2,,,,,,,,,,,,5,3,2,,,,,,,20,20,20,30,20,10,20,20,20,20,20,20,16.67,16.67,16.67,16.67,16.67,16.67,7,9,8,7,8,7,8,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,17,0,33,2,4,18,17,,5,2,95,0,-0.23,1,26,2,18,18,18,19,13,14,1,6,6,7,7,4,5,6,4,2,29,9,,,2,1,2,"94,108","21,597.00",5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,6,10,20,20,20,20,10,,,,,,,30,10,10,30,10,10,9,10,9,9,9,,,,,,0,4,8,9,4,8,3,4,5,2,3,,,,,,,,,,,,6,1,2,,,,,,,20,20,15,20,10,15,,,,,,,,,,,,,7,9,9,9,8,,,,,,1,4,1,,,15,20,15,20,15,15,,,,,,,,,,,,,,,,,,,8,10,8,9,8,,,,,
28,8,0,15,2,2,16,1,,2,7,46,1,,1,26,2,20,35,20,10,10,5,1,7,7,7,7,7,9,8,7,2,26,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,8,5,9,7.5,6.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,17,0,33,2,9,20,1,1,15,8,221,0,-0.02,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,5,7,7,6,6,4,6,4,2,29,10,,,2,10,4,"30,345","46,800.00",2,6,3,2,9,3,9,8,9,9,9,1,2,9,5,7,7,7,7,5,1,5,,20,15.56,20,15.56,11.11,17.78,9,8,4,8,4,9,25,22.22,13.89,13.89,2.78,22.22,8,8,6,9,9,,,,,,0,5,8,8,2,3,,3,2,2,1,25.64,10.26,15.38,20.51,10.26,17.95,8,8,7,8,7,4,1,2,,,,,,,20,15.56,17.78,17.78,11.11,17.78,9,5,5,8,3,7,27.03,13.51,13.51,21.62,8.11,16.22,7,7,6,6,6,,,,,,0,1,0,0,,22.5,15,15,12.5,15,20,,,,,,,6,6,6,6,6,6,9,6,4,9,4,,7,6,8,6,6,,,,,
489,9,1,18,2,19,15,12,13,1,6,471,1,0.04,0,30,4,15,15,25,10,15,20,1,7,7,7,7,7,6,7,7,2,28,8,"1,360.00","26,062.00",2,6,5,"10,025",,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,,20,10,20,20,20,0,60,0,0,40,0,0,20,20,20,20,20,0,6,8,8,9,10,7,8,9,7,10,1,6,8,9,7,8,6,7,8,0,,9,9,9,9,10,5,7,8,7,7,10,6,1,3,30,10,20,20,10,10,30,10,20,20,10,10,50,0,0,50,0,0,10,20,20,20,20,10,7,8,9,8,10,7,8,9,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,4,1,8,2,19,15,3,1,3,1,466,0,0.43,0,24,2,10,20,20,15,20,15,0,2,3,7,0,8,0,2,2,2,31,18,,,4,1,1,"90,036","34,752.00",1,6,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,,16,16,20,16,16,16,25,10,25,15,5,20,25,10,25,15,5,20,4,8,2,9,9,2,9,9,2,5,1,10,6,10,10,,,8,3,0,1,6,10,9,6,8,5,6,10,9,3,10,9,3,2,10,10,30,20,20,10,10,25,25,15,15,10,30,15,15,15,10,15,25,10,25,15,15,10,2,8,9,2,9,2,6,7,6,6,1,0,0,,,5,15,25,25,20,10,10,20,20,20,20,10,20,15,20,20,10,15,20,20,15,20,15,10,2,8,8,2,8,2,6,8,2,7
11,1,1,2,1,1,10,10,,7,8,8,0,-0.03,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,8,7,4,7,5,4,5,2,27,8,,,2,7,3,0,,1,5,4,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,,,,,,,25,5,20,20,25,5,8,9,7,8,5,,,,,,0,8,7,6,6,6,5,7,4,2,0,,,,,,,,,,,,7,2,,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,,,,,,,8,8,8,6,5,,,,,,0,0,0,,,35,25,15,15,0,10,,,,,,,,,,,,,,,,,,,7,8,7,7,5,,,,,
77,2,0,3,2,4,18,10,,17,14,107,1,0.63,1,21,2,19,24,21,23,5,8,1,6,8,8,8,9,7,6.5,7,2,22,11,,,2,2,2,"55,446","46,166.00",1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4,15,20,20,20,15,10,,,,,,,40,5,20,20,10,5,6,8,8,8,8,,,,,,1,9,9,9,10,9,10,10,7,2,,,,,,,,,,,,,6,3,2,,,,,,,30,15,15,20,5,15,,,,,,,,,,,,,5,5,7,8,8,,,,,,0,4,1,,,15,15,20,25,15,10,,,,,,,,,,,,,,,,,,,6,7,7,8,9,,,,,
352,12,0,23,2,14,18,12,12,6,12,372,0,0.4,0,27,2,30,15,15,20,5,15,0,6,9,8,4,4,4,3,4,2,29,9,,"17,715.00",6,6,6,"2,115",,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,7,8,9,7,7,9,8,6,0,5,,,,,,,,,,,,8,1,1,,,,,,,20,20,10,15,10,15,20,15,20,15,15,15,20,20,15,15,15,15,6,10,7,8,7,6,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,5,0,9,1,13,9,3,3,6,3,334,0,-0.11,0,29,4,40,10,15,10,10,15,0,6,8,8,8,6,7,6,7,2,36,9,"1,188.00","11,311.00",1,5,5,,,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,8,,15,15,15,20,20,15,20,10,10,20,20,20,25,15,10,25,10,15,8,9,6,9,8,8,8,7,7,6,1,8,10,9,10,7,6,8,8,0,5,,,,,,,,,,,,7,1,3,,,,,,,20,10,20,20,20,10,40,10,10,10,10,20,50,5,10,20,5,10,7,9,10,9,9,7,9,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2,0,3,2,9,20,6,6,10,17,230,0,-0.43,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,1,8,7,7,7,6,5,7,4,2,27,10,,,2,3,9,"14,526","49,466.00",1,2,1,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,,15.38,19.23,19.23,19.23,13.46,13.46,7,9,7,9,10,8,22.73,15.91,18.18,18.18,11.36,13.64,9,8,10,10,8,,,,,,0,6,7,6,6,6,5,5,8,2,6,16.67,12.5,20.83,20.83,12.5,16.67,9,7,10,9,6,8,3,3,,,,,,,16,12,20,18,16,18,9,10,7,8,6,9,20.83,12.5,18.75,18.75,12.5,16.67,9,7,9,8,7,,,,,,0,4,1,1,,15.69,15.69,19.61,17.65,15.69,15.69,,,,,,,8,8,7,8,9,8,9,8,7,8,6,,8,8,9,9,8,,,,,
