number_people,timestamp,day_of_week,is_weekend,is_holiday,apparent_temperature,temperature,is_start_of_semester
27,50414,6,1,0,64.97,64.97,0
42,39621,2,0,0,65.23,65.23,0
57,45613,0,0,0,69,69,1
54,36014,3,0,0,63.68,63.68,0
53,66013,6,1,0,56.86,56.86,0
42,28214,1,0,0,60,60,0
31,60613,0,0,0,48.77,48.77,0
70,39614,5,1,0,65.8,65.8,1
1,13,6,1,0,53.96,53.96,0
48,78018,6,1,0,56.24,56.24,0
48,30615,2,0,0,56.73,56.73,0
51,66020,2,0,0,84.99,84.99,0
18,24015,2,0,0,58.28,58.28,0
40,44417,1,0,0,57.96,57.96,0
48,39016,0,0,0,59.42,59.42,0
44,59410,3,0,0,64.18,64.18,0
41,35413,6,1,0,56.92,56.92,0
41,60610,2,0,0,71.97,71.97,0
27,28213,0,0,0,52.91,52.91,0
1,21618,5,1,0,56.04,56.04,1
89,63639,2,0,0,59.04,59.04,1
56,78015,3,0,0,55.49,55.49,0
1,19214,4,0,0,58.73,58.73,0
0,21013,6,1,0,41.54,45.46,0
54,67816,0,0,0,65.98,65.98,0
6,25215,4,0,0,54.96,54.96,0
15,15,0,0,0,51.47,51.47,0
23,60014,3,0,0,64.54,64.54,0
32,31820,1,0,0,51.69,51.69,0
24,82815,4,0,0,62.04,62.04,1
30,32411,4,0,0,61.51,61.51,0
41,39616,1,0,0,66.82,66.82,0
28,50420,1,0,0,53.04,53.04,0
24,42310,5,1,0,63.48,63.48,0
27,69612,5,1,0,46.06,48.51,0
36,51612,3,0,0,55.76,55.76,0
52,40813,4,0,0,67.07,67.07,0
41,66614,2,0,0,51.24,51.24,0
33,57614,6,1,0,65.47,65.47,0
97,77415,3,0,0,61.04,61.04,1
1,26412,5,1,0,45.15,48.23,0
1,17,6,1,0,52,52,1
27,1811,3,0,0,64.72,64.72,1
31,82213,2,0,0,47.82,47.82,0
44,39620,1,0,0,58.41,58.41,0
40,39616,0,0,1,65.75,65.75,0
37,44413,6,1,0,56.97,56.97,0
43,27614,2,0,0,62.06,62.06,0
3,23412,5,1,0,58.53,58.53,0
77,72015,2,0,0,65.24,65.24,0
43,54020,1,0,0,60.24,60.24,0
2,84612,1,0,0,45.55,47.73,0
91,84612,2,0,0,56.49,56.49,0
46,55213,2,0,0,64.51,64.51,0
57,49814,4,0,0,65.4,65.4,0
40,34212,0,0,0,69.65,69.65,1
65,52814,5,1,0,56.26,56.26,0
32,77414,5,1,0,55.97,55.97,0
54,70818,2,0,0,60,60,0
50,60615,3,0,0,59.53,59.53,0
26,45014,4,0,0,55.47,55.47,0
5,21615,4,0,0,58.97,58.97,1
22,46816,4,0,0,61.99,61.99,0
49,42614,1,0,0,52.48,52.48,0
23,24616,0,0,0,55,55,0
39,67814,1,0,0,56.04,56.04,0
41,51614,0,0,0,73.06,73.06,0
0,20413,3,0,0,57.9,57.9,0
71,73211,6,1,0,62.76,62.76,0
0,2414,6,1,0,56.73,56.73,0
28,63013,5,1,0,47.67,49,0
58,67223,5,1,0,55.8,55.8,0
80,54016,4,0,0,70.23,70.23,0
14,18,4,0,0,56.24,56.24,0
71,60613,1,0,0,59.39,59.39,0
0,30612,4,0,1,39.63,42.86,0
61,69613,4,0,0,61.77,61.77,0
22,27012,4,0,0,59.73,59.73,1
64,73812,6,1,0,57,57,0
57,77417,2,0,0,60.5,60.5,0
52,73214,3,0,0,60,60,0
26,26413,4,0,0,62.55,62.55,0
40,49213,6,1,0,66,66,0
72,84011,3,0,0,59.1,59.1,0
64,73812,3,0,0,68.46,68.46,0
2,28814,0,0,0,53.39,53.39,0
40,66609,5,1,0,63,63,0
50,71419,6,1,0,55.2,55.2,0
43,49212,4,0,0,70.08,70.08,0
34,79224,6,1,0,55.03,55.03,0
34,49214,1,0,0,58.08,58.08,0
38,45611,6,1,0,55.78,55.78,0
50,41415,0,0,0,67.14,67.14,0
0,22814,5,1,0,54.39,54.39,0
34,52217,1,0,0,55.92,55.92,0
28,2415,0,0,0,56.49,56.49,0
29,25217,2,0,0,61.08,61.08,0
59,70815,4,0,0,57.49,57.49,0
59,71414,5,1,0,67.01,67.01,0
1,25217,6,1,0,56.24,56.24,0
55,39615,6,1,0,64.74,64.74,0
16,85215,3,0,0,56.24,56.24,0
37,30013,2,0,0,61.95,61.95,0
61,72015,4,0,0,62.72,62.72,0
65,60614,3,0,0,65.46,65.46,0
0,22812,6,1,0,62.49,62.49,0
73,74414,0,0,0,64.73,64.73,0
46,28215,1,0,0,50.27,50.27,0
84,69612,0,0,0,58.76,58.76,0
42,39619,0,0,0,58.84,58.84,0
10,25220,4,0,0,51.24,51.24,0
39,75616,5,1,0,62.24,62.24,0
59,64217,3,0,0,59.77,59.77,0
67,42015,5,1,0,65.58,65.58,0
79,71414,3,0,0,66.92,66.92,0
34,33615,3,0,0,58.53,58.53,0
39,52814,1,0,0,62.95,62.95,0
40,71423,0,0,0,55.56,55.56,0
0,23412,6,1,0,62.58,62.58,1
17,34212,6,1,0,72.14,72.14,0
42,48008,4,0,0,68.17,68.17,0
19,38416,6,1,0,54.57,54.57,0
29,73211,5,1,0,71.49,71.49,0
52,63615,1,0,0,54.32,54.32,0
21,34815,4,0,0,49.04,49.04,0
59,61217,5,1,0,56.33,56.33,0
43,46219,3,0,0,67.93,67.93,0
70,40812,1,0,0,76.16,76.16,1
41,32415,6,1,0,64.97,64.97,0
65,70214,2,0,0,64,64,0
46,46826,4,0,0,61.8,61.8,0
138,74415,2,0,0,53.51,53.51,1
50,32417,0,0,0,55.65,55.65,0
68,77415,5,1,0,63.73,63.73,0
0,62412,3,0,0,52.51,52.51,0
26,60014,5,1,0,60.78,60.78,0
27,46215,6,1,0,51.32,51.32,0
55,62412,3,0,0,51.28,51.28,0
29,31212,5,1,0,52.19,52.19,0
36,30011,3,0,0,57.26,57.26,0
69,41413,2,0,0,64.04,64.04,0
20,27010,1,0,0,61.73,61.73,0
52,85213,0,0,0,64.24,64.24,0
35,39036,4,0,0,61.18,61.18,0
0,1214,6,1,0,64.24,64.24,0
92,64815,1,0,0,59.72,59.72,0
0,3013,5,1,0,56.49,56.49,0
81,44413,0,0,0,65.01,65.01,0
55,75015,4,0,0,53.24,53.24,0
13,25214,3,0,0,41.42,45.61,0
60,40812,4,0,0,67.93,67.93,0
15,26408,4,0,0,63.97,63.97,0
66,78616,3,0,0,55.49,55.49,0
21,48619,3,0,0,62,62,0
27,45013,6,1,0,62.34,62.34,0
50,84014,1,0,0,63,63,0
24,35717,3,0,0,62.72,62.72,0
59,37813,0,0,0,65.28,65.28,0
7,22810,1,0,0,61.73,61.73,0
59,64815,4,0,0,53.69,53.69,0
72,82215,2,0,0,58.49,58.49,0
42,41412,6,1,0,65.18,65.18,0
72,70829,2,0,0,51.77,51.77,0
45,34214,6,1,0,53.45,53.45,1
27,37213,6,1,0,60.39,60.39,0
51,52813,2,0,0,66.97,66.97,1
52,60615,2,0,0,67.09,67.09,0
88,66026,0,0,0,72.22,72.22,0
0,21017,6,1,0,56.33,56.33,0
37,30011,2,0,0,60.24,60.24,0
54,80412,5,1,0,56.76,56.76,0
73,59416,4,0,0,62,62,0
63,45013,2,0,0,72.15,72.15,0
0,42013,3,0,0,50.46,50.46,0
71,66618,2,0,0,62.68,62.68,0
56,46218,1,0,0,76.61,76.61,0
2,71413,6,1,0,46.51,46.51,0
37,58812,1,0,0,51.77,51.77,0
57,48014,4,0,0,61.8,61.8,0
47,45607,6,1,0,65.94,65.94,0
61,54014,2,0,0,69.47,69.47,0
51,59412,3,0,0,69.83,69.83,0
25,3016,1,0,0,54.72,54.72,0
43,63613,6,1,0,65.33,65.33,0
34,60012,0,0,0,48.77,48.77,0
56,73814,2,0,0,57.47,57.47,0
3,24613,5,1,0,59.09,59.09,0
27,42616,2,0,0,57.95,57.95,0
49,57013,6,1,0,57.22,57.22,0
37,31814,4,0,0,57.66,57.66,0
61,37213,1,0,0,58.39,58.39,0
33,31816,0,0,0,56,56,0
48,56413,0,0,0,70.11,70.11,0
60,1212,4,0,0,63.23,63.23,0
3,84616,5,1,0,53,53,1
55,80407,1,0,0,62.64,62.64,0
68,42617,2,0,0,53.04,53.04,1
105,80411,3,0,0,63.8,63.8,0
64,79214,6,1,0,60.28,60.28,0
48,50414,4,0,0,62.25,62.25,0
2,21015,3,0,0,54.47,54.47,0
76,46218,0,0,0,53.42,53.42,0
53,36024,2,0,0,58.19,58.19,0
47,72018,6,1,0,58.2,58.2,0
78,78617,0,0,1,55.53,55.53,1
33,64815,4,0,0,62.11,62.11,0
64,56413,4,0,0,52.53,52.53,0
98,70212,2,0,0,67.16,67.16,0
55,66616,0,0,0,57.58,57.58,0
66,67814,5,1,0,65.08,65.08,0
49,84014,1,0,0,55.77,55.77,0
0,84011,1,0,0,53,53,0
32,59412,6,1,0,55.28,55.28,0
11,28813,5,1,0,53.97,53.97,0
101,82214,2,0,0,65,65,0
19,57616,1,0,0,57.96,57.96,0
27,84015,0,0,0,54.24,54.24,0
57,41414,0,0,0,64.45,64.45,0
0,3013,3,0,0,44.13,46.36,0
57,57016,2,0,0,72.5,72.5,0
17,1211,0,0,0,62.73,62.73,0
37,48013,3,0,0,52.43,52.43,0
41,56416,1,0,0,60.97,60.97,0
82,67816,0,0,1,56.26,56.26,1
66,76817,2,0,0,64.49,64.49,1
37,78014,1,0,0,58.08,58.08,0
34,66613,0,0,0,47.03,47.03,0
64,45625,2,0,0,57.18,57.18,0
28,85210,0,0,0,62,62,0
65,75614,6,1,0,60.49,60.49,0
37,30012,4,0,0,50.78,50.78,0
83,77414,2,0,0,62.53,62.53,0
28,30616,2,0,0,57.53,57.53,0
35,41415,3,0,0,61.65,61.65,0
48,55812,5,1,0,67.28,67.28,0
79,82826,3,0,0,59.81,59.81,1
3,28809,6,1,0,61.53,61.53,0
73,72016,0,0,0,56.24,56.24,0
41,55213,0,0,0,66.69,66.69,0
0,3615,0,0,0,44.27,48.28,0
38,40808,3,0,0,65.67,65.67,0
2,27613,5,1,0,45.15,48.23,0
69,66011,4,0,0,56.81,56.81,0
105,63015,1,0,0,81.37,81.37,1
2,27613,5,1,0,48.73,48.73,0
66,39619,5,1,0,56.46,56.46,1
34,82819,3,0,0,56.24,56.24,0
33,73209,5,1,0,62.24,62.24,0
0,84012,1,0,0,44.39,44.39,0
46,72066,2,0,0,55.63,55.63,0
57,51614,4,0,0,59.15,59.15,0
52,45616,0,0,0,55,55,0
22,37217,6,1,0,53.81,53.81,0
25,2415,0,0,0,55.73,55.73,0
61,42013,5,1,0,64.46,64.46,0
20,46216,4,0,0,61.95,61.95,0
38,50414,6,1,0,57.97,57.97,0
50,38413,0,0,0,75.11,75.11,0
2,20110,3,0,0,63,63,0
32,78613,5,1,0,61.49,61.49,0
14,27023,2,0,0,46.2,49.49,0
27,48615,2,0,0,44.23,46.28,0
19,27614,2,0,0,57.24,57.24,0
0,2415,1,0,0,54.51,54.51,0
40,40812,3,0,0,60.22,60.22,0
48,64818,1,0,0,54.32,54.32,0
84,70813,1,0,0,57.49,57.49,0
34,26414,1,0,0,66.27,66.27,0
59,40812,1,0,0,54.5,54.5,0
82,61215,0,0,0,68.04,68.04,0
44,72012,5,1,0,62.24,62.24,0
48,60011,4,0,0,63.47,63.47,0
77,69614,1,0,0,66.1,66.1,0
25,46818,5,1,0,59.03,59.03,0
41,59409,3,0,0,69.7,69.7,0
52,73216,2,0,0,56.24,56.24,0
0,1814,2,0,0,42.92,44.52,0
70,52814,5,1,0,65.8,65.8,1
48,48020,1,0,0,59.15,59.15,0
24,73213,4,0,0,52.24,52.24,0
92,74413,1,0,0,76.03,76.03,1
0,73210,3,0,0,42.81,47,0
57,81618,5,1,0,54,54,0
112,67822,2,0,0,54.97,54.97,1
43,28215,1,0,0,59,59,0
63,73812,2,0,0,63.97,63.97,1
49,32411,6,1,0,64,64,0
42,39011,2,0,0,63.2,63.2,0
1,84014,4,0,0,55.24,55.24,0
3,21019,1,0,0,55.24,55.24,1
44,51614,5,1,0,60.32,60.32,0
25,30015,3,0,0,56.04,56.04,0
59,68420,1,0,0,56.72,56.72,0
5,26411,5,1,0,65.8,65.8,1
0,22812,6,1,0,53.36,53.36,0
0,19814,2,0,0,58,58,0
48,82813,4,0,0,54,54,0
11,79219,4,0,1,44.62,45.8,0
46,77414,5,1,0,58.39,58.39,0
18,3628,2,0,0,66.37,66.37,0
1,1211,5,1,0,61.28,61.28,1
38,37812,0,0,0,53.89,53.89,0
53,42614,6,1,0,64.74,64.74,0
27,65706,5,1,0,65.23,65.23,0
74,57615,4,0,0,70.39,70.39,0
17,23415,1,0,0,52.11,52.11,0
42,57015,6,1,0,60.99,60.99,0
47,52815,4,0,0,59.15,59.15,0
0,1812,4,0,0,43.42,46,0
9,22812,4,0,0,50.78,50.78,0
21,44414,1,0,0,58.67,58.67,0
14,62880,1,0,0,65.69,65.69,0
26,53416,6,1,0,53.79,53.79,0
0,85817,4,0,0,55.8,55.8,1
60,63014,4,0,0,61.54,61.54,0
51,31212,1,0,0,60,60,0
55,41413,3,0,0,67.99,67.99,0
71,44412,1,0,0,81.14,81.14,1
0,21013,5,1,0,50.56,50.56,0
50,62406,6,1,0,66.21,66.21,0
0,33611,5,1,0,44.57,47.53,0
13,84012,2,0,0,46.88,48.77,0
0,3017,5,1,0,56.2,56.2,1
48,85815,6,1,0,63.24,63.24,0
26,31819,3,0,0,49.41,49.41,0
46,49828,2,0,0,62.95,62.95,0
36,50411,2,0,0,70.21,70.21,0
0,3625,5,1,0,66.32,66.32,0
79,70813,0,0,0,55,55,0
18,39618,5,1,0,46.53,49.34,0
101,63613,4,0,0,58.73,58.73,0
41,37813,1,0,0,58.11,58.11,0
54,78615,4,0,0,64.77,64.77,0
1,27613,1,0,0,59,59,0
53,66014,1,0,0,54.32,54.32,0
14,3611,0,0,0,62,62,0
88,84015,1,0,0,62.53,62.53,0
0,63702,1,0,0,64.2,64.2,0
55,79216,5,1,0,58.86,58.86,0
63,37211,1,0,0,56.52,56.52,0
55,66614,3,0,0,59.97,59.97,0
0,21011,1,0,0,61.73,61.73,0
65,67814,4,0,0,61.05,61.05,0
1,19814,3,0,0,53.55,53.55,0
66,59412,2,0,0,60.72,60.72,0
33,54014,6,1,0,83.94,83.94,0
61,77414,4,0,0,54.24,54.24,1
42,81012,2,0,0,47.82,47.82,0
53,51619,4,0,0,58.73,58.73,0
23,30620,0,0,0,56.23,56.23,0
52,36015,4,0,0,65.74,65.74,0
48,45616,3,0,0,57.34,57.34,0
34,64215,3,0,0,62.54,62.54,0
38,35415,1,0,0,62.88,62.88,0
47,41419,3,0,0,57.34,57.34,0
38,38414,6,1,0,64.72,64.72,0
50,73813,5,1,0,55.72,55.72,0
52,52812,0,0,0,84.53,84.53,1
75,75013,0,0,0,64.53,64.53,0
22,28218,3,0,0,55.49,55.49,0
34,48015,3,0,0,64.73,64.73,0
84,60615,4,0,0,62.8,62.8,0
57,49821,0,0,0,57.12,57.12,1
39,49212,2,0,0,67.54,67.54,0
19,54018,4,0,1,45.18,49,0
0,20412,6,1,0,54,54,0
45,66618,6,1,0,65.24,65.24,0
88,79225,3,0,0,57.26,57.26,1
0,21008,6,1,0,60.8,60.8,0
0,20413,6,1,0,61.24,61.24,0
0,27013,6,1,0,54.89,54.89,0
16,28214,5,1,0,61.28,61.28,1
0,25216,6,1,0,50.33,50.33,0
64,15,1,0,0,52.24,52.24,0
37,2413,4,0,0,62.24,62.24,0
40,33612,5,1,0,64.51,64.51,0
28,24613,1,0,0,62.53,62.53,1
32,36017,2,0,0,56.24,56.24,0
20,31816,5,1,0,57,57,0
35,31213,3,0,0,56.77,56.77,0
49,42613,5,1,0,55.94,55.94,0
7,27615,3,0,0,53.69,53.69,0
65,78618,6,1,0,53.51,53.51,1
6,28818,5,1,0,53.69,53.69,1
58,48014,4,0,0,57.65,57.65,0
62,50418,5,1,0,56.22,56.22,1
65,45013,0,0,0,56.11,56.11,1
21,24616,2,0,0,60.12,60.12,0
37,81010,1,0,0,63.2,63.2,0
0,19208,0,0,0,59.76,59.76,0
73,67214,4,0,0,57.76,57.76,0
28,31817,3,0,0,61.01,61.01,0
51,82818,1,0,0,56.24,56.24,0
60,73814,3,0,0,55.49,55.49,0
54,67818,1,0,0,54.04,54.04,0
37,32417,3,0,0,54.97,54.97,0
19,31215,0,0,0,51.77,51.77,0
25,50414,0,0,0,47.29,49.22,0
83,60617,0,0,0,58.64,58.64,0
0,72161,1,0,0,59.49,59.49,0
0,21102,2,0,0,52.5,52.5,0
0,76811,1,0,0,54.73,54.73,0
60,72015,5,1,0,58.76,58.76,0
1,26414,5,1,0,57,57,0
13,55215,4,0,0,63.26,63.26,0
49,81613,4,0,0,61.51,61.51,0
49,48614,1,0,0,58.95,58.95,0
57,66616,0,0,0,60.39,60.39,0
58,49814,5,1,0,72.65,72.65,1
46,57015,2,0,0,62.57,62.57,0
101,66012,2,0,0,68.59,68.59,0
0,84613,4,0,0,57.73,57.73,0
7,3013,0,0,0,65.8,65.8,1
70,58815,4,0,0,62,62,0
55,32413,5,1,0,62.77,62.77,1
39,34212,5,1,0,55.15,55.15,0
74,63012,4,0,0,64.78,64.78,0
12,34813,6,1,0,47.42,49.8,0
62,78021,3,0,0,60.66,60.66,0
24,72015,4,0,0,59.32,59.32,0
47,71418,4,0,0,59.24,59.24,0
57,59413,2,0,0,66.18,66.18,1
73,78613,4,0,0,62.24,62.24,0
82,63614,0,0,0,79.35,79.35,1
0,3619,5,1,0,51.49,51.49,0
74,72016,5,1,0,62,62,0
57,51611,5,1,0,56.22,56.22,1
43,73815,3,0,0,60,60,0
16,44411,6,1,0,42.85,45.45,0
72,67216,0,0,0,68.1,68.1,0
45,61214,5,1,0,54.24,54.24,0
27,13,2,0,0,47.89,49.28,0
21,30616,2,0,0,51.96,51.96,0
5,28814,3,0,0,50,50,0
11,31212,6,1,0,69.39,69.39,0
69,78013,5,1,0,68.88,68.88,0
61,80411,4,0,0,53,53,0
46,76813,5,1,0,55.97,55.97,0
59,55213,5,1,0,68.45,68.45,0
63,63013,0,0,0,57.76,57.76,0
19,34818,2,0,0,50.76,50.76,0
60,48622,1,0,0,78.74,78.74,0
46,46823,2,0,0,64.64,64.64,0
39,36016,2,0,0,54.95,54.95,0
76,85218,6,1,0,57.73,57.73,0
57,34215,4,0,0,64.53,64.53,0
37,49837,2,0,0,59.7,59.7,0
62,80415,0,0,0,55,55,0
73,78613,1,0,0,60.77,60.77,0
20,32417,6,1,0,57.73,57.73,0
28,58811,6,1,0,65.47,65.47,0
30,58807,5,1,0,63.44,63.44,0
64,63012,3,0,0,55.47,55.47,0
0,24614,5,1,0,55,55,0
41,39616,3,0,0,60.31,60.31,0
49,56414,0,0,0,61.49,61.49,0
5,24615,4,0,0,53.77,53.77,0
62,63616,3,0,0,59.77,59.77,0
79,60651,2,0,0,68.72,68.72,0
31,37814,5,1,0,58.93,58.93,0
36,42617,3,0,0,51.33,51.33,0
36,33612,6,1,0,57.77,57.77,0
56,33612,2,0,0,74.35,74.35,0
33,78617,4,0,0,54.69,54.69,0
50,43217,3,0,0,63.89,63.89,0
66,66613,4,0,0,57.76,57.76,0
74,71417,0,0,0,70.29,70.29,0
26,50413,6,1,0,45.99,49.73,0
30,24614,3,0,0,61.59,61.59,0
41,55214,5,1,0,60.83,60.83,0
48,72013,2,0,0,64.73,64.73,0
46,34212,1,0,0,60.23,60.23,0
15,22812,4,0,0,53.24,53.24,0
63,67213,4,0,0,65.8,65.8,1
64,53414,4,0,0,71.27,71.27,0
29,30615,4,0,0,58.73,58.73,0
26,26411,4,0,0,56.16,56.16,0
63,84612,2,0,0,65.14,65.14,1
34,70215,0,0,0,55.56,55.56,0
78,74417,4,0,0,55.53,55.53,1
7,62146,1,0,0,65.69,65.69,0
43,54016,0,0,0,70.11,70.11,0
41,82811,1,0,0,63,63,0
51,36015,1,0,0,65.73,65.73,0
46,52813,6,1,0,67.99,67.99,0
53,79220,2,0,0,60,60,0
0,36,5,1,0,61.54,61.54,0
46,76812,6,1,0,49,49,0
90,67817,1,0,0,70.2,70.2,0
57,33614,2,0,0,56,56,0
36,18,4,0,0,58.76,58.76,0
44,68415,5,1,0,51.53,51.53,0
71,68415,4,0,0,54.24,54.24,0
19,50415,6,1,0,61.62,61.62,0
30,52209,3,0,0,68.65,68.65,0
28,27615,2,0,0,60.24,60.24,0
1,35419,3,0,0,42.11,46.27,0
66,82821,2,0,0,66.8,66.8,0
0,24013,6,1,0,65.2,65.2,0
80,76813,0,0,0,55.24,55.24,0
30,55812,6,1,0,69.35,69.35,0
0,25216,6,1,0,47.05,47.94,0
0,22814,6,1,0,56.24,56.24,0
0,3100,0,0,0,52.24,52.24,0
38,39016,2,0,0,56.24,56.24,0
80,66612,4,0,0,61.05,61.05,0
0,19212,0,0,0,51.49,51.49,0
46,57615,2,0,0,67.74,67.74,0
55,74415,4,0,0,58.22,58.22,0
38,76815,3,0,0,48.51,48.51,0
17,31813,6,1,0,60.77,60.77,0
63,60013,3,0,0,69.83,69.83,0
43,34813,3,0,0,61.24,61.24,0
2,28214,6,1,0,54.89,54.89,0
64,49212,0,0,0,69.72,69.72,1
8,39013,0,0,0,44.97,44.97,0
56,45014,1,0,0,67.36,67.36,0
58,57014,4,0,0,61.54,61.54,0
57,67825,2,0,0,84.99,84.99,0
3,20422,4,0,0,47.67,49.45,0
83,73211,3,0,0,64.74,64.74,0
53,36015,2,0,0,76.63,76.63,0
17,44410,5,1,0,50.94,50.94,0
30,1813,1,0,0,62,62,0
71,60613,2,0,0,67,67,0
59,42614,1,0,0,58.3,58.3,0
31,46813,0,0,0,70.75,70.75,0
29,82814,5,1,0,55.49,55.49,0
0,24614,5,1,0,65.8,65.8,1
35,81009,6,1,0,68.85,68.85,0
64,55212,5,1,0,63.94,63.94,0
54,81613,6,1,0,47.28,47.28,0
56,36016,3,0,0,54.45,54.45,0
6,27616,5,1,0,60.49,60.49,0
56,39014,0,0,0,57.85,57.85,0
64,55816,2,0,0,53.54,53.54,0
80,82215,3,0,0,59.89,59.89,0
25,38414,6,1,0,60.39,60.39,0
18,24616,2,0,0,58.28,58.28,0
71,78620,6,1,0,51,51,1
32,35420,5,1,0,64.51,64.51,0
29,75617,0,0,0,46.35,49.24,0
62,44413,3,0,0,56.36,56.36,1
35,25216,2,0,0,60.24,60.24,0
44,73814,5,1,0,68.55,68.55,0
38,46817,4,0,0,56.37,56.37,0
13,23414,2,0,0,64.78,64.78,0
8,23413,0,0,1,54.04,54.04,1
2,3013,6,1,0,65.83,65.83,1
24,28214,0,0,0,45.36,45.36,0
57,55813,5,1,0,61.24,61.24,0
53,76813,3,0,0,58.28,58.28,0
26,2414,1,0,0,63.32,63.32,0
45,37815,1,0,0,46.3,49.66,0
1,81612,6,1,0,43.15,45.58,0
76,56414,5,1,0,72.15,72.15,1
62,85213,1,0,0,56.99,56.99,0
106,78013,2,0,0,66.46,66.46,0
39,35414,0,0,0,47.63,48.39,0
14,1214,0,0,0,51.47,51.47,0
80,69612,5,1,0,63.28,63.28,0
76,67815,5,1,0,73.33,73.33,1
68,68416,6,1,0,63.8,63.8,0
1,20422,1,0,0,57,57,0
57,60014,4,0,0,58.99,58.99,0
48,31213,2,0,0,60.24,60.24,0
74,48014,4,0,0,68.54,68.54,0
48,82823,6,1,0,65.22,65.22,0
28,39619,6,1,0,54.33,54.33,0
7,22814,3,0,0,53,53,0
61,78615,1,0,0,65.49,65.49,0
62,52212,3,0,0,66.61,66.61,0
37,38417,3,0,0,50.66,50.66,0
5,28815,6,1,0,56.49,56.49,0
59,67216,1,0,0,58.5,58.5,0
1,84614,4,0,0,53.49,53.49,0
54,39013,2,0,0,48.86,49.57,0
48,82213,5,1,0,65.8,65.8,1
62,48012,4,0,0,70.15,70.15,0
13,32414,6,1,0,49.83,49.83,0
52,39615,2,0,0,64.66,64.66,0
43,31826,1,0,0,42.26,47.33,0
62,42616,5,1,0,65.58,65.58,0
49,46818,5,1,0,58.93,58.93,0
14,28216,1,0,0,51.24,51.24,0
3,21314,3,0,0,63,63,0
84,67815,1,0,0,61,61,0
23,70211,5,1,0,73.61,73.61,0
55,75621,6,1,0,63.24,63.24,0
47,41422,1,0,0,51.56,51.56,0
53,58812,0,0,0,54.53,54.53,0
84,78613,0,0,0,64.04,64.04,0
57,78014,4,0,0,63.24,63.24,0
5,21629,0,0,0,48.39,48.39,0
2,20413,3,0,0,59.76,59.76,0
47,46815,1,0,0,67.19,67.19,0
76,39619,2,0,0,65.54,65.54,1
34,82217,4,0,0,54.96,54.96,1
53,52816,3,0,0,71.2,71.2,0
48,78615,2,0,0,60.24,60.24,0
1,19209,5,1,0,62.24,62.24,0
84,80411,1,0,0,51.49,51.49,0
68,51741,5,1,0,81.49,81.49,0
22,28214,2,0,0,45.69,45.69,0
54,82818,0,0,0,54.43,54.43,0
47,85814,3,0,0,65.11,65.11,0
64,45013,4,0,0,55.66,55.66,0
21,40814,2,0,0,57.95,57.95,0
0,84612,3,0,0,43.49,46.27,0
32,81013,5,1,0,58.39,58.39,0
17,26412,0,0,0,41.73,46.51,0
30,85819,6,1,0,65.22,65.22,0
84,77426,1,0,0,54.08,54.08,1
55,40813,4,0,0,54,54,0
83,67212,4,0,0,61.54,61.54,0
63,82216,3,0,0,64.22,64.22,0
36,37813,6,1,0,54.15,54.15,0
40,55814,1,0,0,52.12,52.12,0
77,73812,0,0,0,64.53,64.53,0
55,45012,4,0,0,54,54,0
39,46814,6,1,0,66.53,66.53,0
0,35413,0,0,0,40.84,43.72,0
75,62412,5,1,0,54.24,54.24,1
59,50419,1,0,0,67.96,67.96,1
41,43214,5,1,0,66.63,66.63,0
61,62413,6,1,0,66.73,66.73,0
35,30612,4,0,0,53.93,53.93,0
29,30011,0,0,0,66.62,66.62,1
69,36016,2,0,0,63.77,63.77,1
4,20413,3,0,0,48.58,49.76,0
39,28215,0,0,0,52.68,52.68,0
57,64232,2,0,0,58.46,58.46,0
63,58813,4,0,0,62.8,62.8,0
67,63014,1,0,0,54.32,54.32,0
59,45012,4,0,0,69.98,69.98,0
70,82220,1,0,0,57.99,57.99,0
66,68422,4,0,0,58,58,0
23,24614,1,0,0,55.09,55.09,0
29,55814,6,1,0,61.22,61.22,0
2,75014,0,0,0,45.77,45.77,0
24,24616,2,0,0,56.28,56.28,0
38,51615,2,0,0,77.83,77.83,0
2,1213,5,1,0,56.2,56.2,1
34,41412,4,0,0,53.42,53.42,0
47,67215,2,0,0,51.24,51.24,0
53,73813,4,0,0,61.54,61.54,0
33,84615,6,1,0,55.77,55.77,0
42,58812,6,1,0,59.37,59.37,0
56,72020,4,0,0,65.05,65.05,0
33,63612,6,1,0,64.4,64.4,0
1,3014,6,1,0,57,57,0
18,39014,6,1,0,60.39,60.39,0
35,1211,3,0,0,64.72,64.72,1
19,82211,5,1,0,62.24,62.24,0
87,61216,4,0,0,66.31,66.31,0
33,67812,6,1,0,76.75,76.75,0
42,52814,4,0,0,62.24,62.24,0
35,33611,4,0,0,52.92,52.92,0
15,26412,2,0,0,45.69,45.69,0
50,43217,1,0,0,61.35,61.35,0
15,22812,0,0,0,62.24,62.24,0
32,27617,1,0,0,55.33,55.33,0
29,2414,2,0,0,57.97,57.97,0
22,27015,0,0,0,52.24,52.24,0
60,73815,0,0,0,57.67,57.67,0
0,20416,6,1,0,51.78,51.78,1
34,48617,4,0,0,60.92,60.92,0
18,27012,0,0,0,41.73,46.51,0
42,43228,3,0,0,63.26,63.26,0
53,45017,1,0,0,60.28,60.28,1
51,81012,4,0,0,53.27,53.27,0
37,61213,0,0,0,58.24,58.24,0
29,55824,0,0,0,59.09,59.09,0
57,82813,6,1,0,57.33,57.33,0
72,70212,6,1,0,62.97,62.97,0
